English,Filipino-Correct,Filipino-Flawed,Remarks,Contributor
"Kidney dialysis is the process of removing excess water, solutes, and toxins from the blood in people whose kidneys are not working properly.","Ang kidney dialysis ay ang proseso ng pag-aalis ng sobrang tubig, mga solute, at mga lason mula sa dugo ng mga taong hindi na gamagana yung bato,","Ang kidney dialysis ay ang proseso ng pag-alis ng labis na tubig, mga solute, at mga lason mula sa dugo sa mga tao na ang mga bato ay hindi gumagana ng maayos.",None,Paul Ivan Enclonar/Alonzo Rimando
Dialysis is an intensive treatment that has a serious impact on those treated with it.,Ang dialysis ay isang masinsinang paggamot na may matinding epekto sa mga pasyenteng sumasailalim dito.,Ang dialysis ay isang masinsinang paggamot na may malubhang epekto sa mga ginagamot nito.,None,Paul Ivan Enclonar/Alonzo Rimando
"Being on dialysis usually leads to a poor quality of life. However, there are strategies that can make it more tolerable.","Ang pagsailalim sa dialysis ay karaniwang humahantong sa mababang kalidad ng buhay. Gayunpaman, may mga estratehiyang maaaring makatulong upang ito ay maging mas matiis.","Ang pagiging nasa dialysis ay karaniwang nagdudulot ng mahirap na kalidad ng buhay. Gayunpaman, may mga paraan na maaaring gawin upang ito ay maging mas makakayanan.",Unnatural Phrasing,Paul Ivan Enclonar/Alonzo Rimando
"In 1913, Leonard Rowntree and John Jacob Abel of Johns Hopkins Hospital developed the first dialysis system which they successfully tested in animalsI.","Noong 1913, naimbento nila Leonard Rowntree at John Jacob Abel ng Johns Hopkins Hospital ang kauna-unahang dialysis system at matagumpay nilang nasubukan ito sa mga hayop.","Noong 1913, sina Leonard Rowntree at John Jacob Abel mula sa Ospital ng Johns Hopkins ay gumawa ng unang dialysis system na matagumpay nilang tinest sa mga hayop.",Unnatural Phrasing,Paul Ivan Enclonar/Alonzo Rimando
"The 2017 paper “Attention Is All You Need” introduced the Transformer model, which has revolutionized Natural Language Processing (NLP) and machine learning as a whole. ","Ipinakilala ng isang 2017 na papel na pinamagatang “Attention Is All You Need” ang Transformer model, na lubos na nagpabago sa Natural Language Processing (NLP) at sa larangan ng machine learning sa kabuuan.","Ipinakilala ng 2017 na papel na ""Attention Is All You Need"" ang modelo ng Transformer, na nagpabago sa Natural Language Processing (NLP) at machine learning sa kabuuan.",Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
"These convinced the researchers that the Transformer is a general purpose language model, and not just good for translation.","Nakumbinsi nito ang mga mananaliksik na ang Transformer ay isang pangkalahatang model ng wika, at hindi lamang magaling sa pagsasalin.","Nakumbinsi nito ang mga mananaliksik na ang Transformer ay isang pangkalahatang layunin na modelo ng wika, at hindi lamang mabuti para sa pagsasalin.",Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
"After the paper, each of the authors left Google to join other companies or to found startups.","Pagkatapos ng papel, ang bawat isa sa mga may-akda ay umalis sa Google upang sumali sa ibang mga kumpanya o magtayo startup.","Pagkatapos ng papel, ang bawat isa sa mga may-akda ay umalis sa Google upang sumali sa ibang mga kumpanya o maghanap ng mga startup.",Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
"In machine learning, attention is a method that determines the importance of each component in a sequence relative to the other components in that sequence.","Sa machine learning, ang atensyon ay isang paraan na tumutukoy sa kahalagahan ng bawat component sa isang sequence na may kaugnayan sa iba pang component sa sequence na iyon.","Sa machine learning, ang attention ay isang pamamaraan na tumutukoy sa kahalagahan ng bawat bahagi sa isang pagkakasunod-sunod kaugnay ng iba pang mga bahagi sa parehong pagkakasunod-sunod.",Unnatural Phrasing,Paul Ivan Enclonar/Alonzo Rimando
"The Transformer architecture, when combined with large-scale data and computing power, has given rise to the AI models we rely on today.","Ang arkitektura ng Transformer, kapag pinagsama sa napakalaki na data at compute, ay nagbunga sa AI models na ginagamit natin ngayon.","Ang arkitektura ng Transformer, kapag pinagsama sa malakihang data at kapangyarihan sa pag-compute, ay nagbunga ng mga modelong AI na aming pinagkakatiwalaan ngayon.",Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
The Miranda warning is a type of notification customarily given by police to criminal suspects in police custody.,Ang babala ng Miranda ay isang uri ng abiso na karaniwang ibinibigay ng pulisya sa mga suspek na nasa kanilang kustodiya.,Ang babala ng Miranda ay isang uri ng abiso na karaniwang ibinibigay ng pulisya sa mga kriminal na suspek na nasa kustodiya ng pulisya.,Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
Habeas corpus is a legal procedure invoking the jurisdiction of a court to review the unlawful detention or imprisonment of an individual,Ang habeas corpus ay isang legal na pamamaraan na humihiling sa hurisdiksiyon ng hukuman upang suriin ang hindi makatarungang pagkakakulong isang tao.,Ang Habeas corpus ay isang legal na pamamaraan na humihimok sa hurisdiksyon ng isang hukuman upang suriin ang labag sa batas na pagkulong o pagkakulong ng isang indibidwal,Literal Translation,Paul Ivan Enclonar/Alonzo Rimando
I always wanted to be a giant space crab,Matagal ko nang ninanais na maging isang higanteng pangkalawakang alimango,Palagi kong nais na maging isang higanteng alimango sa kalawakan,None,Paul Ivan Enclonar/Alonzo Rimando
You can't improve until you make mistakes,Hindi ka gagaling kung hindi ka magkakamali.,Hindi ka mapaayos hangga't hindi ka nagkakamali,Mistranslation,Paul Ivan Enclonar/Alonzo Rimando
Arthel tore his ACL while playing basketball,Napunit ni Arthel ang kanyang ACL habang naglalaro ng basketbol.,Pinunit ni Arthel ang ACL niya habang naglalaro ng basketball.,Mistranslation,Paul Ivan Enclonar/Alonzo Rimando
"You got spirit, Red. But this is the real world! The real world is cold! The real world doesn't care about spirit! You wanna be a hero!? Then play the part and die like every other Huntsman in history! As for me, I'll do what I do best: lie, steal, cheat, and SURVIVE!","May tapang ka, Red. Pero ito ang totoong mundo! Malupit ang totoong mundo! Walang pakialam ang totoong mundo sa tapang! Gusto mong maging bayani!? Sige, gampanan mo ang papel mo at mamatay ka tulad ng lahat ng Huntsman sa kasaysayan! At para sa akin, gagawin ko kung saan ako pinakamagaling: ang magsinungaling, magnakaw, mandaya, at MANATILING BUHAY!","May espiritu ka, Red. Ngunit ito ang totoong mundo! Malamig ang totoong mundo! Ang totoong mundo ay walang pakialam sa espiritu! Gusto mong maging bayani!? Pagkatapos ay i-play ang bahagi at mamatay tulad ng bawat iba pang Huntsman sa kasaysayan! Samantalang ako, gagawin ko ang lahat ng aking makakaya: magsinungaling, magnakaw, mandaya, at SURVIVE!","flawed translates ""cold"" and ""spirit"" incorrectly, spirit =/= espiritu in this context",Elijah Rosario/John Kirsten Espiritu
"When Beacon fell, I lost two of my friends: Penny Polendina and Pyrrha Nikos. I didn’t know them for very long but, that doesn’t change the fact that they were two of the most kind-hearted people I have ever met, but that didn’t save them.","Nang bumagsak ang Beacon, nawalan ako ng dalawang kaibigan: sina Penny Polendina at Pyrrha Nikos. Hindi ko man sila nakasama nang matagal, pero walang duda na sila ang ilan sa pinakamababait na taong nakilala ko, ngunit hindi yun nakapagligtas sa kanila.","Nang bumagsak ang Beacon, nawalan ako ng dalawa sa aking mga kaibigan: sina Penny Poledina at Pyrrha Nikos. Hindi ko sila kilala ng napakatagal ngunit, hindi nito binabago ang katotohanan na dalawa sila sa pinakamabait na tao na nakilala ko, ngunit hindi iyon nagligtas sa kanila.",,Elijah Rosario/John Kirsten Espiritu
No one wanted me... I was cursed... I gave my life to you because you gave me a place in this world... I thought I was finally doing some good... Meeting you... was the worst luck of my life...,Walang may gusto sa akin... Isinumpa ako... Ibinigay ko ang buhay ko sa'yo dahil binigyan mo ako ng dahilan na mabuhay sa mundong ito... Akala ko sa wakas ay may nagagawa na akong mabuti... Ang pagkakilala sa'yo... ang pinakamalas na nangyari sa buhay ko.,Walang may gusto sa akin... Maldita ako... Ibinigay ko ang buhay ko sa iyo dahil binigyan mo ako ng lugar sa mundong ito... Akala ko sa wakas ay may nagawa na akong mabuti... Ang pagkikita kita... ang pinakamasayang swerte sa buhay ko...,,Elijah Rosario/John Kirsten Espiritu
"You're about to see a whole different side of me today, Weiss, and after it's all over, you're going to be like, 'Wow! That Ruby girl is really, really cool... and I wanna be her friend!'","May makikita kang ibang-iba sa akin ngayong araw, Weiss, at pagkatapos ng lahat ng 'to, sasabihin mo na lang, 'Wow! Ang astig pala talaga ni Ruby... at gusto ko siyang maging kaibigan!'","Malapit mo nang makita ang ibang bahagi ko ngayon, Weiss, at pagkatapos ng lahat, magiging parang, 'Wow! Ang babaeng Ruby na iyon ay talagang, talagang astig... at gusto ko siyang maging kaibigan!'",flawed translation is too stiff/formal,Elijah Rosario/John Kirsten Espiritu
"Look Weiss, it's not what you think. I should explain, you see, she doesn't actually have a bow, she has kitty ears and they're actually kind of cute...","Teka, Weiss, hindi 'yan ang iniisip mo. Magpapaliwanag ako, kasi, wala naman talaga siyang laso, kundi mga tenga ng pusa na sa totoo lang ay ang cute-cute...","Tignan mo Weiss, hindi ito ang iniisip mo. I should explain, you see, wala talaga siyang bow, may kitty ears siya at ang cute talaga...",,Elijah Rosario/John Kirsten Espiritu
You think it’s so easy? To turn your back while your city looks to you for salvation? To cling to principles while your best friend bleeds out in your arms? I never asked for this.,Akala mo ba ganun lang kadali? Ang talikuran ang sarili mong lungsod habang umaasa sila sa'yo para sa kaligtasan? Ang kumapit sa mga prinsipyo habang nag-aagaw buhay ang matalik mong kaibigan sa mga braso mo? Hinding-hindi ko 'to ginusto.,Sa tingin mo napakadali nito? Upang tumalikod habang ang iyong lungsod ay tumitingin sa iyo para sa kaligtasan? Upang kumapit sa mga prinsipyo habang ang iyong matalik na kaibigan ay duguan sa iyong mga bisig? Hindi ko ito hiniling.,"flawed's ""upang"" use is unnatural in dialogue",Elijah Rosario/John Kirsten Espiritu
Is there anything so undoing as a daughter?,Mayroon bang mas makakapagpabagsak sa'yo kaysa sa isang anak na babae?,Mayroon bang anumang bagay na nakakapagpabagal bilang isang anak na babae?,"flawed translated ""as a daughter"" in the wrong way",Elijah Rosario/John Kirsten Espiritu
"My father used to say, ""Leave the shadows be. Light will be there to maintain the balance.""","Madalas sabihin ng aking ama: ""Hayaan mo ang kadiliman. Nandiyan ang liwanag para panatilihin ang balanse.""","Sabi ng tatay ko, iwanan mo ang anino. Ang ilaw ay nandoon para sa balanse.",,Elijah Rosario/John Kirsten Espiritu
And I was mistaken to think that a prince of the Tikbalang would still honor the code of the race. Your father would be disappointed.,At nagkamali akong isipin na igagalang pa ng isang prinsipe ng mga Tikbalang ang kodigo ng kanyang lahi. Madidismaya ang iyong ama.,Mali ako isipin na ang prinsipe ng Tikbalang ay onor pa sa kodigo. Ang tatay mo ay disappointed.,,Elijah Rosario/John Kirsten Espiritu
But you got to be careful who you trip up. Can't be too sure about the Underworld these days.,Pero mag-iingat ka sa mga kinakalaban mo. Wala nang kasiguruhan ang nasa mundong ilalim ngayon.,Pero mag-ingat ka kanino ka natisod. Hindi sigurado sa Ilalim na Mundo ngayon.,,Elijah Rosario/John Kirsten Espiritu
"Oh, sounds like he has a crush on you, boss.","Naku, parang may gusto siya sa 'yo, bossing.","Ah, tunog niya ay may crush siya sa iyo, hepe.","""sounds like"" is expressed at ""tunog niya"" in flawed translation",Elijah Rosario/John Kirsten Espiritu
"Then you will pay for your transgressions, Alexandra Trese. There is a storm coming. And when it does, don't expect help from my tribe.","Kung gayon, pagbabayaran mo ang iyong mga paglabag, Alexandra Trese. May paparating na bagyo. At kapag dumating na ito, huwag kang umasa ng tulong mula sa aking tribo.","Edi babayaran mo ang iyong mga mali, Alexandra Trese. May bagyo darating. At pag nandyan na, wag ka mag-expect ng tulong sa tribo ko.",flawed translation does not match formality of original text,Elijah Rosario/John Kirsten Espiritu
Every dream is a candle I must snuff out... I... am the darkness...,Lahat ng pangarap ay kandilang dapat kong patayin... Ako... ang kadiliman...,Bawat panaginip ay kandilang dapat kong patayin... Ako... ang kadiliman...,"flawed misinterprets ""dream""",Elijah Rosario/John Kirsten Espiritu
"Soon, my love. In the meantime, why don't you and your brother go outside to play?","Malapit na, mahal ko. Pansamantala, bakit hindi muna kayo lumabas ng kapatid mo para maglaro?","Malapit na, pag-ibig ko. Sa gitna ng oras, bakit hindi ikaw at ang kapatid mo pumunta sa labas para maglaro?",,Elijah Rosario/John Kirsten Espiritu
"Oh, please, girl. I am Amang Paso, elder of the tribe of the Red Earth. You are in the dressing room of my familiar, Nova Aurora.","Aba, iha. Ako si Amang Paso, ang nakatatanda sa tribo ng Pulang Daigdig. Nasa silid-bihisan ka ng aking 'familiar', si Nova Aurora.","Ay, pakiusap, babae. Ako si Amang Paso, matanda ng tribo ng Pulang Lupa. Ikaw ay nasa dressing room ng pamilyar ko, si Nova Aurora.",,Elijah Rosario/John Kirsten Espiritu
Forgive us for barging in. We did not know that this was your dwelling.,Paumanhin sa pagpasok namin. Hindi namin alam na rito ang iyong tirahan.,Patawad sa amin sa pag-barge in. Hindi namin alam na ito ay iyong tinitirhan.,,Elijah Rosario/John Kirsten Espiritu
"Wasn't it enough that you disfigured me for nine months, and then clawed your way out of my body?! Oh, I've done my part. I won't let you take from me anymore! I won't! I won't!","Hindi pa ba sapat na sinira mo ang aking itsura sa loob ng siyam na buwan, at pagkatapos ay pinilit mo ang iyong paglabas mula sa katawan ko?! Ah, ayaw ko na. Hindi na ako papayag na may kunin ka pa mula sa akin! Hindi ako papayag! Hindi!","Hindi ba sapat na dinisfigure mo ako ng siyam na buwan, at kinalmot palabas sa katawan ko?! Tapos na ako. Hindi kita hahayaan kumuha pa sa akin! Hindi! Hindi!",,Elijah Rosario/John Kirsten Espiritu
So what?! I'm supposed to fall for you because you show me some dancing fish?!,Ano ngayon?! Inaasahan mong mapapaibig ako sa'yo dahil lang nagpakita ka sa'kin ng mga isdang sumasayaw?!,So ano?! Mahuhulog daw ako sayo dahil pinakitaan mo ako ng sumasayaw na isda?!,,Elijah Rosario/John Kirsten Espiritu
"I gave up everything I had so that I can teach Aang earthbending, so don’t you talk to me about being selfish.","Isinuko ko ang lahat-lahat para lang maturuan ko si Aang ng earthbending, kaya huwag na huwag mo 'kong sasabihan na makasarili ako!","Ibinigay ko ang lahat ng mayroon ako para turuan ko si Aang earthbending, kaya huwag mo akong kausapin tungkol sa pagiging makasarili.","Ibinigay ko ang lahat ng mayroon ako para turuan ko si Aang earthbending, kaya huwag mo akong kausapin tungkol sa pagiging makasarili.",Elijah Rosario/John Kirsten Espiritu
"You just stood your ground against a crazy beast. And even more impressive, you stood your ground against me!","Nanindigan ka laban sa isang halimaw. At ang mas kahanga-hanga, nanindigan ka rin laban sa akin!","Nanindigan ka lang laban sa isang baliw na hayop. At mas kahanga-hanga, nanindigan ka laban sa akin!",,Elijah Rosario/John Kirsten Espiritu
Made with all the love I'm legally allowed to give.,Puno ng pagmamahal na pwede kong ibigay.,Ginawa ng lahat ng pagmamahal na legal na pinapayagan kong ibigay.,"The joke is lost because ""legally allowed to give"" implies a freakier type of love that had to be restrained.",Elijah Rosario/John Kirsten Espiritu
